﻿system_reference_number,facility_name,unit_name_and_description,form_score,patient_comments,Sentiment Score,Translated Text,Misspelled Words
IP-DPOS-2022-87-273963,Dr George Mukhari Academic Hospital,Ward 03,1,Thank you for your good services keep up the good work.,0.8074,Thank you for your good services keep up the good work.,work.
IP-DPOS-2022-87-663204,Dr George Mukhari Academic Hospital,Ward 08,1,"something must be done about room temperature, it is too hot.",0,"something must be done about room temperature, it is too hot.","temperature,,hot."
IP-DPOS-2022-87-687705,Dr George Mukhari Academic Hospital,Ward 08,1,"Thank you to nurses and doctors , they are all doing a great job.",0.765,"Thank you to nurses and doctors , they are all doing a great job.",job.
IP-DPOS-2022-87-845241,Dr George Mukhari Academic Hospital,Ward 08,1,Thank you keep up the good work.,0.6597,Thank you keep up the good work.,work.
IP-DPOS-2022-87-654876,Dr George Mukhari Academic Hospital,Ward 08,1,Keep up the good work.,0.4404,Keep up the good work.,work.
IP-DPOS-2022-87-721156,Dr George Mukhari Academic Hospital,Ward 08,0.86,The service is very good.,0.4927,The service is very good.,good.
IP-DPOS-2022-87-119753,Dr George Mukhari Academic Hospital,Ward 08,0.86,"We getting the best health care staff is friendly and reliable .
Covid 19 protocol are followed 100% by staff members.",0.891,"We getting the best health care staff is friendly and reliable .
Covid 19 protocol are followed 100% by staff members.","members.,covid,100%"
IP-DPOS-2022-87-361668,Dr George Mukhari Academic Hospital,Ward 08,1,We need Television in the ward.,0,We need Television in the ward.,ward.
IP-DPOS-2022-87-753476,Dr George Mukhari Academic Hospital,Ward 08,1,Perfect service.,0.5719,Perfect service.,service.
IP-DPOS-2022-87-930559,Dr George Mukhari Academic Hospital,Ward 08,0.86,Treatment is good and food is also good.,0.7003,Treatment is good and food is also good.,good.
IP-DPOS-2022-87-415398,Dr George Mukhari Academic Hospital,Ward 08,1,Treatment is good.,0.4404,Treatment is good.,good.
IP-DPOS-2022-87-916700,Dr George Mukhari Academic Hospital,Ward 08,0.71,"Night shift nurses are mostly the worst because some of them dont want to be called , they even take longer to attend.
when you tell them that the drip isnt running they tell you that it is fine and not attend to it.
Night shift is the worst time.",-0.8235,"Night shift nurses are mostly the worst because some of them dont want to be called , they even take longer to attend.
when you tell them that the drip isnt running they tell you that it is fine and not attend to it.
Night shift is the worst time.","isnt,it.,time.,attend."
IP-DPOS-2022-400-206861,Thelle Mogoerane Regional Hospital,ward 13 Medical,0.71,"I have been in this hospital for a week and i've been waiting for them to tell me the reason why i'm in ward 13. I was expected to see the doctor on the 28th of October but now it's the 1st of November, i haven't received any feedback about the situation.",0,"I have been in this hospital for a week and i've been waiting for them to tell me the reason why i'm in ward 13. I was expected to see the doctor on the 28th of October but now it's the 1st of November, i haven't received any feedback about the situation.","28th,1st,situation.,november,"
IP-DPOS-2022-87-331181,Dr George Mukhari Academic Hospital,Ward 08,1,"The Health care workers in ward 08 are very good , they teat us with respect and they are always here when we need assistance and they go extra mile to make sure awe are all comfortable . The nurses are caring and kind.",0.967,"The Health care workers in ward 08 are very good , they teat us with respect and they are always here when we need assistance and they go extra mile to make sure awe are all comfortable . The nurses are caring and kind.",kind.
IP-DPOS-2022-87-683603,Dr George Mukhari Academic Hospital,Ward 08,0.71,"Service have been slow , i have not seen any of the doctors in atleant a day and half.
Night shift workers are the best.",0.6369,"Service have been slow , i have not seen any of the doctors in atleant a day and half.
Night shift workers are the best.","atleant,half.,best."
IP-DPOS-2022-400-654965,Thelle Mogoerane Regional Hospital,ward 13 Medical,0.71,"Other nurses are rude and hush others are friendly and understanding. Since i arrived they promised to tell me my blood results even now no one came with the results, they haven't explained anything. They promised to discharge me yeterday but they didn't and i am not sick.",0.676,"Other nurses are rude and hush others are friendly and understanding. Since i arrived they promised to tell me my blood results even now no one came with the results, they haven't explained anything. They promised to discharge me yeterday but they didn't and i am not sick.","sick.,anything.,yeterday,results,,understanding."
IP-DPOS-2022-367-716596,Sizwe Tropical Disease Hospital, General Ward 14,1,Bautiful staff that I ever seen aslways smiling.,0.4588,Bautiful staff that I ever seen aslways smiling.,"bautiful,smiling.,aslways"
IP-DPOS-2022-367-354188,Sizwe Tropical Disease Hospital, General Ward 14,1,Sizwe hospital is the best hospital i never seen. The nurse are friendly every when you need the are here for you. The doctor she is doing a very good job and she friendly you can tell her about everything without haseted. God bless this hospital and the workers who are doing a great job.,0.9408,Sizwe hospital is the best hospital i never seen. The nurse are friendly every when you need the are here for you. The doctor she is doing a very good job and she friendly you can tell her about everything without haseted. God bless this hospital and the workers who are doing a great job.,"job.,sizwe,you.,haseted.,seen."
IP-DPOS-2022-367-512799,Sizwe Tropical Disease Hospital, General Ward 5,1,Good job nurses.,0.4404,Good Job Nurse.,nurse.
IP-DPOS-2022-367-495594,Sizwe Tropical Disease Hospital, General Ward 5,1,Would like to compliment health care workers with their wonderful nursing skills. They are simply amazing they educate us .We fell safe in their hand.,0.9698,Would like to compliment health care workers with their wonderful nursing skills. They are simply amazing they educate us .We fell safe in their hand.,"hand.,.we,skills."
IP-DPOS-2022-367-950729,Sizwe Tropical Disease Hospital, General Ward 5,1,I have no problem the nueses coz the treating us very well.,-0.3626,I have no problem the nueses coz the treating us very well.,"nueses,well."
IP-DPOS-2022-367-095372,Sizwe Tropical Disease Hospital, General Ward 5,1,Basiphethe kahle esibhedlela.,0,Basiphethe kahle esibhedlela.,"esibhedlela.,kahle,basiphethe"
IP-DPOS-2022-367-678515,Sizwe Tropical Disease Hospital, General Ward 5,1,Would like to thank the nurses foe their nursing skills they really helped me a alot. They are kind and hard working. They are attentive when you need then.,0.6249,Would like to thank the nurses foe their nursing skills they really helped me a alot. They are kind and hard working. They are attentive when you need then.,"working.,then.,alot."
IP-DPOS-2022-367-921017,Sizwe Tropical Disease Hospital, General Ward 5,1,The nurses are taking a good care of us.,0.7269,The nurses are taking a good care of us.,us.
IP-DPOS-2022-398-516536,Tembisa Tertiary Hospital,Ward 9,0.86,Thank you so much for your Time and working hard on helping us it might not End with me.,0.5106,Thank you so much for your Time and working hard on helping us it might not End with me.,me.
IP-DPOS-2022-398-392987,Tembisa Tertiary Hospital,Ward 9,1,Well treated Thanks.,0.6124,Well treated Thanks.,thanks.
IP-DPOS-2022-398-407600,Tembisa Tertiary Hospital,Ward 9,1,Thank to the staff they were very nice. They treat me well,0.8643,Thank to the staff they were very nice. They treat me well,nice.
IP-DPOS-2022-398-892505,Tembisa Tertiary Hospital,Ward 9,1,well treatment,0.2732,well treatment,
IP-DPOS-2022-398-291012,Tembisa Tertiary Hospital,Ward 9,1,Thex,0,Thex,thex
IP-DPOS-2022-398-373315,Tembisa Tertiary Hospital,Ward 9,1,WELL  TREATED THANKS,0.6124,WELL  TREATED THANKS,
IP-DPOS-2022-398-589455,Tembisa Tertiary Hospital, Ward 9,1,I am satisfyed with the service I had a great hospitality,0.6249,I am satisfyed with the service I had a great hospitality,satisfyed
IP-DPOS-2022-400-726426,Thelle Mogoerane Regional Hospital,Ward 19 Rehabilitation Unit,1,"Nurses must come when called, otherwise everything is good",0.4404,"Nurses must come when called, otherwise everything is good","called,"
IP-DPOS-2022-400-953308,Thelle Mogoerane Regional Hospital,Ward 19 Rehabilitation Unit,1,We are aeting samp everyday,0,We are aeting samp everyday,"samp,aeting"
IP-DPOS-2022-400-184903,Thelle Mogoerane Regional Hospital,Ward 19 Rehabilitation Unit,1,Thank you very much.,0.3612,Thank you very much.,much.
IP-DPOS-2022-400-481559,Thelle Mogoerane Regional Hospital,Ward 19 Rehabilitation Unit,0.86,The service is good at all times,0.4404,The service is good at all times,
IP-DPOS-2022-400-810634,Thelle Mogoerane Regional Hospital,Ward 19 Rehabilitation Unit,1,Thank you and please keep it up,0.5859,Thank you and please keep it up,
IP-DPOS-2022-400-009545,Thelle Mogoerane Regional Hospital,Ward 19 Rehabilitation Unit,1,I'm happy with the treatment that I'm getting from the nurses and doctors.,0.5719,I'm happy with the treatment that I'm getting from the nurses and doctors.,doctors.
IP-DPOS-2022-56-730479,Carletonville District Hospital,Ward 9 PNC ( Maternity),1,Ke tshwaregile hantle haholo,0,Ke tshwaregile hantle haholo,"haholo,hantle,tshwaregile"
IP-DPOS-2022-56-474950,Carletonville District Hospital,Ward 9 PNC ( Maternity),1,"Mina ngiphatheke ka khulu, nyiyabonga",0,"MINA NGIPHATHEKEKA KAKULU, NYIYBONGA","ngiphathekeka,kakulu,,nyiybonga"
IP-DPOS-2022-56-003788,Carletonville District Hospital,Ward 9 PNC ( Maternity),1,Sengwe le sengwe see apere tshiamo,0,Sengwe Le Sengwe See Apere Tshiamo,"tshiamo,apere,sengwe"
IP-DPOS-2022-56-928581,Carletonville District Hospital,Ward 9 PNC ( Maternity),1,I would like to thank Carltonville hospital staff for all their effort. Thank you for all your good care,0.9118,I would like to thank Carltonville hospital staff for all their effort. Thank you for all your good care,"effort.,carltonville"
IP-DPOS-2022-56-821754,Carletonville District Hospital,Ward 9 PNC ( Maternity),1,"Everything was good, I don't have anything to complain , may God continue to bless every heath worker of Carltonville hospital ",0.6486,"Everything was good, I don't have anything to complain , may God continue to bless every heath worker of Carltonville hospital ","good,,carltonville"
IP-DPOS-2022-56-790563,Carletonville District Hospital,Ward 9 PNC ( Maternity),1,"Konke kohamba kahle, kwaye basebenzi ngokuzikhandla kwaye banobubele",0,"Konke Kohamba Kahle, with Basebenzi Ngozikhandla with Banobubele","konke,banobubele,basebenzi,kahle,,kohamba,ngozikhandla"
IP-DPOS-2022-56-412661,Carletonville District Hospital,Ward 9 PNC ( Maternity),1,"I'm very happy wth doctors and nurses, they doing a great job",0.6613,"I'm very happy wth doctors and nurses, they doing a great job","wth,nurses,"
IP-DPOS-2022-56-564158,Carletonville District Hospital,Ward 9 PNC ( Maternity),1,Ke thabetse maemo a sepetlele. Excellent ,0.5719,Ke thabetse maemo a sepetlele. Excellent ,"maemo,sepetlele.,thabetse"
IP-DPOS-2022-56-613121,Carletonville District Hospital,Ward 9 PNC ( Maternity),1,Bendipatheke kakuhle kakhulu enkosi kakhulu,0,Bendipatheke Kakuhle Kunkos Enkosi Kick,"enkosi,kunkos,bendipatheke,kakuhle"
IP-DPOS-2022-56-189845,Carletonville District Hospital,Ward 9 PNC ( Maternity),0.86,"Ingot nothing but a good service, I got a very service from the doctor nurse",-0.4782,"Ingot nothing but a good service, I got a very service from the doctor nurse","service,"
IP-DPOS-2022-321-763157,Rahima Moosa Regional Hospital,1,0.86,"I just learned something on the health and nurses they help us and make sure we do the tight things. Medication and food are served on time. You might feel that nurses mistreat you but it is for the best because they are there to take care of us!!! 
Just learned that C-Section  and natural birth pams differs. ",0.9567,"I just learned something on the health and nurses they help us and make sure we do the tight things. Medication and food are served on time. You might feel that nurses mistreat you but it is for the best because they are there to take care of us!!! 
Just learned that C-Section  and natural birth pams differs. ","time.,things.,us!!!,pams,c-section,differs."
IP-DPOS-2022-321-015689,Rahima Moosa Regional Hospital,1,1,"I like their service everything went well, I realy appriciate everything they are so kind and caring also keep it up our hospital staff. 
May God Grant You More.",0.9435,"I like their service everything went well, I realy appriciate everything they are so kind and caring also keep it up our hospital staff. 
May God Grant You More.","appriciate,staff.,realy,more.,well,"
IP-DPOS-2022-321-253792,Rahima Moosa Regional Hospital,1,0.86,I cant complain I was  happy bby the treatment i got from day and night staff. ,-0.2235,I cant complain I was  happy bby the treatment i got from day and night staff. ,"staff.,bby"
IP-DPOS-2022-400-318438,Thelle Mogoerane Regional Hospital,ward 01Paeds,1,I am happy with everything,0.5719,I am happy with everything,
IP-DPOS-2022-321-398920,Rahima Moosa Regional Hospital,1,1,"I am satisfied with the service and kind nusrs, doctors.
Thank you for everything , God Bless You.",0.9118,"I am satisfied with the service and kind nusrs, doctors.
Thank you for everything , God Bless You.","doctors.,nusrs,,you."
IP-DPOS-2022-321-565745,Rahima Moosa Regional Hospital,1,1,"I am happy with the services, i received during my place.",0.5719,"I am happy with the services, i received during my place.","services,,place."
IP-DPOS-2022-400-186642,Thelle Mogoerane Regional Hospital,ward 01Paeds,1,I am happy.,0.5719,I am happy.,happy.
IP-DPOS-2022-321-331694,Rahima Moosa Regional Hospital,1,1,I  have had received very good service for far nurses are friendly.,0.7501,I  have had received very good service for far nurses are friendly.,friendly.
IP-DPOS-2022-321-423406,Rahima Moosa Regional Hospital,1,1,The nurses at corination hospital were frendly. They treated me good and provided me with everything i asked for.,0.4404,The nurses at corination hospital were frendly. They treated me good and provided me with everything i asked for.,"for.,frendly.,corination"
IP-DPOS-2022-400-045651,Thelle Mogoerane Regional Hospital,ward 01Paeds,1,Everything looks good.,0.4404,Everything looks good.,good.
IP-DPOS-2022-400-078176,Thelle Mogoerane Regional Hospital,ward 01Paeds,1,Thank you for the super service.,0.7506,Thank you for the super service.,service.
IP-DPOS-2022-321-033261,Rahima Moosa Regional Hospital,10,1,A huge shoutout to the nurses in wrd 10 for their ever helpful manner and care especially to us new mothers.,0.8074,A huge shoutout to the nurses in wrd 10 for their ever helpful manner and care especially to us new mothers.,"wrd,mothers."
IP-DPOS-2022-321-738561,Rahima Moosa Regional Hospital,10,1,"All the doctors and the nurses they are nice and kind to us,if you have a problem and if you talk to the nurses they help you fast.",0.7351,"All the doctors and the nurses they are nice and kind to us,if you have a problem and if you talk to the nurses they help you fast.","us,if,fast."
IP-DPOS-2022-87-345350,Dr George Mukhari Academic Hospital,Ward 06,1,perfect service.,0.5719,Perfect service.,service.
IP-DPOS-2022-87-552948,Dr George Mukhari Academic Hospital,Ward 06,1,Keep up the good work.,0.4404,Keep up the good work.,work.
IP-DPOS-2022-87-216570,Dr George Mukhari Academic Hospital,Ward 36,1,I would like to thank Doctors and Nurses for their hard work.,0.5574,I would like to thank Doctors and Nurses for their hard work.,work.
IP-DPOS-2022-400-755469,Thelle Mogoerane Regional Hospital,Ward 18 Gynae,0.86,The service was good but you wait for long to be booked for theatre.,0.2382,The service was good but you wait for long to be booked for theatre.,theatre.
IP-DPOS-2022-56-726923,Carletonville District Hospital,Ward 9 PNC (Maternity),0.86,"I got nothing but a good service, I got a very good service from the doctor or nurse ",-0.7366,"I got nothing but a good service, I got a very good service from the doctor or nurse ","service,"
IP-DPOS-2022-56-696151,Carletonville District Hospital,Ward 9 PNC (Maternity),1,Ke itumeletse ka tsela/mokgwa yo o basebetsi bane bang tshotse ka teng,0,To itumetse ka tsela/mokgwa yo o basebetsy bare bang tshotse ka teng,"teng,basebetsy,itumetse,tsela/mokgwa,tshotse"
IP-DPOS-2022-56-765282,Carletonville District Hospital,Ward 9 PNC (Maternity),1,"Health good, service very good ",0.7003,"Health good, service very good ","good,"
IP-DPOS-2022-56-688233,Carletonville District Hospital,Ward 9 PNC (Maternity),1,Ke thabela tshebedisano mmogo le baoki,0,Ke Thabela Tshebedisano Mmogo Le Baoki,"baoki,mmogo,tshebedisano,thabela"
IP-DPOS-2022-56-382293,Carletonville District Hospital,Ward 9 PNC (Maternity),1,Basebetsi ba Mona ba ba berekile hantle keitumetse e le tota,0,Basebettion Ba Mona BA BA BA BAIKILE HANTLE KEITUMETSE E LE TOTA,"baikile,hantle,basebettion,tota,keitumetse"
IP-DPOS-2022-56-046863,Carletonville District Hospital,Ward 9 PNC (Maternity),1,The nurses were good ,0.4404,The nurses were good ,
IP-DPOS-2022-56-897140,Carletonville District Hospital,Ward 9 PNC (Maternity),1,"Ba re tswere hantle, Dijo di fihla ka nako",0,"Ba re tswere hantle, di fihla ka nako","hantle,,nako,fihla,tswere"
IP-DPOS-2022-56-180327,Carletonville District Hospital,Ward 9 ANC (Maternity),1,"Bethe e hodimo haholo, metsi a ho hlapa a bata",0,"Bethe e hodimo haholo, metsi and him pala and bata","metsi,bata,haholo,,hodimo,pala"
IP-DPOS-2022-56-979520,Carletonville District Hospital,Ward 9 ANC (Maternity),0.86,"Dibethe tsa mo hospital di hodimo haholo for motho o pregnant, ha o palama le ha o theoga",0.34,"Dibetha tsa at hospital di modimo halo for motho pregnant, there is the palama le ha","pregnant,,palama,modimo,dibetha,motho"
IP-DPOS-2022-321-927148,Rahima Moosa Regional Hospital,7,1,Yes they do couse they do what we ask them and what ever we need they do for us and they do care for us our value when ever we need them.,0.8074,Yes they do couse they do what we ask them and what ever we need they do for us and they do care for us our value when ever we need them.,them.
IP-DPOS-2022-321-908911,Rahima Moosa Regional Hospital,7,1,The food is served on time and the nures are kind soul they truly look after us.  Our bed sheets are always clean.,0.8402,The food is served on time and the nures are kind soul they truly look after us.  Our bed sheets are always clean.,"us.,clean.,nures"
IP-DPOS-2022-321-049546,Rahima Moosa Regional Hospital,2,0.57,"I would like to be informed well about things because i cannot assume something, some attitude towards us should be in a polite manner because i am not expecting one to easily get angry or pissed at us when they pledged that they will serve the community.",-0.3612,"I would like to be informed well about things because i cannot assume something, some attitude towards us should be in a polite manner because i am not expecting one to easily get angry or pissed at us when they pledged that they will serve the community.","something,,community."
IP-DPOS-2022-56-854205,Carletonville District Hospital,Ward 6 (Medical Ward),1,Hai! Kuhle siyabulela ngo msebenzi omhle nyani nyani!,-0.2037,Living!Kuhle I do not want to NGO Msebenzi Omhle Monkeys!,"living!kuhle,omhle,monkeys!,msebenzi"
IP-DPOS-2022-56-809694,Carletonville District Hospital,Ward 6 (Medical Ward),0.57,Maikutlo a hantle,0,MAKUTLO A HANTLE,"hantle,makutlo"
IP-DPOS-2022-56-692883,Carletonville District Hospital,Ward 6 (Medical Ward),0.86,Keep it up and fix where you lacking and develop your services. Well being to patients show improvement.,0.6249,Keep it up and fix where you lacking and develop your services. Well being to patients show improvement.,"improvement.,services."
IP-DPOS-2022-87-067146,Dr George Mukhari Academic Hospital,Ward 7,0.57,The food is not well cooked.,-0.2057,The food is not well cooked.,cooked.
IP-DPOS-2022-321-604829,Rahima Moosa Regional Hospital,1,1,"The toilet there only two working and the hospital only has could water they dondt accomodate, the mohers of the in-patient children so i would suggest to have it took to consideration.",0,"The toilet there only two working and the hospital only has could water they dondt accomodate, the mohers of the in-patient children so i would suggest to have it took to consideration.","consideration.,dondt,mohers,in-patient,accomodate,"
IP-DPOS-2022-87-247379,Dr George Mukhari Academic Hospital,Ward 7,0.86,We steuggle to get medication on time.,0,We steuggle to get medication on time.,"time.,steuggle"
IP-DPOS-2022-87-350585,Dr George Mukhari Academic Hospital,Ward 7,0.86,Rxcellent services.,0,Rxcellent Services.,"services.,rxcellent"
IP-DPOS-2022-56-794630,Carletonville District Hospital,Ward 4 (Surgical Ward),1,"The hospital is clean, the nurses are kind and al I can say is I'm in good hands ",0.8402,"The hospital is clean, the nurses are kind and al I can say is I'm in good hands ","clean,"
IP-DPOS-2022-87-756816,Dr George Mukhari Academic Hospital,Ward 8,1,Excellent Service.,0.5719,Excellent service.,service.
IP-DPOS-2022-87-726859,Dr George Mukhari Academic Hospital,Ward 8,0.86,Doctor and nurses take time to respond when we need  assistant.,0,Doctor and nurses take time to respond when we need  assistant.,assistant.
IP-DPOS-2022-56-826880,Carletonville District Hospital,Ward 9 ANC (Maternity Ward),1,Ba ntswere sentle  sepetleleng sa Carltonville ba tswara sentle,0,BA NTSWERE SUNTLE SEPETLELLE SA CARLETONVILLE BA TSHWARA SULDER,"suntle,ntswere,sulder,tshwara,sepetlelle,carletonville"
IP-DPOS-2022-321-775326,Rahima Moosa Regional Hospital,1,1," I beleive mothers need to rest enough and  be tought how to look after their child based on the illness of the child.  Even how to handle the baby its very sad and frustructing as a mother not to know how to help your child. Other than that is beena wonderful experience it feets like a mother and baby sooteamp. We lern a lot from the staff especially feeding the babies and bathing the babies and bathing  the babies ,I think all new mothers need the traning and support we got from seing here.",0.6712," I beleive mothers need to rest enough and  be tought how to look after their child based on the illness of the child.  Even how to handle the baby its very sad and frustructing as a mother not to know how to help your child. Other than that is beena wonderful experience it feets like a mother and baby sooteamp. We lern a lot from the staff especially feeding the babies and bathing the babies and bathing  the babies ,I think all new mothers need the traning and support we got from seing here.","here.,child.,seing,beleive,,i,lern,frustructing,sooteamp.,traning"
IP-DPOS-2022-87-500904,Dr George Mukhari Academic Hospital,Ward 3,1,"Thank you Mr Mthembu for your hard work.
we are struggling to get clean clothes and linen.
Some staff members have attitude , so its difficult for us to complain if we are not happy.",-0.7412,"Thank you Mr Mthembu for your hard work.
we are struggling to get clean clothes and linen.
Some staff members have attitude , so its difficult for us to complain if we are not happy.","mthembu,linen.,happy.,work.,mr"
IP-DPOS-2022-321-834415,Rahima Moosa Regional Hospital,1,0.86,"Eversince i come thre treatment was fine  they care and value patients and i lik the foot that before they do anything on the baby they inorm and give advices on how to do after this, do they tratment ad also they do they are bst on finding the problem and how to tret it.",0.5719,"Eversince i come thre treatment was fine  they care and value patients and i lik the foot that before they do anything on the baby they inorm and give advices on how to do after this, do they tratment ad also they do they are bst on finding the problem and how to tret it.","it.,inorm,tratment,tret,thre,this,,bst"
IP-DPOS-2022-87-877462,Dr George Mukhari Academic Hospital,Ward 3,1,I would like to thank Mr Mthembu for his hard work.,0.5574,I would like to thank Mr Mthembu for his hard work.,"mr,mthembu,work."
IP-DPOS-2022-87-804356,Dr George Mukhari Academic Hospital,Ward 3,1,"I really appeciate the services i get from ward 3 , nurses and cleaners are all friendly.",0.4939,"I really appeciate the services i get from ward 3 , nurses and cleaners are all friendly.","friendly.,appeciate"
IP-DPOS-2022-321-853029,Rahima Moosa Regional Hospital,1,1,"I have no complains, my baby was well taken care, clean and sfe place.",0.4939,"I have no complains, my baby was well taken care, clean and sfe place.","complains,,place.,sfe,care,"
IP-DPOS-2022-56-012519,Carletonville District Hospital,Ward 9 ANC (Maternity Ward),0.86,Ke kopa le tshaseng borotho please ,0.3182,Ke kopa le tshaseng borotho please ,"kopa,borotho,tshaseng"
IP-DPOS-2022-56-428870,Carletonville District Hospital,Ward 9 ANC (Maternity),0.57,Auna ngubo zokulala ukudla kuyabanda akunaswayi,0,AUNA NGUBO ZILLALA UKULLABLE TO BUILD ABOUT,"zillala,ngubo,ukullable,auna"
IP-DPOS-2022-321-085966,Rahima Moosa Regional Hospital,12,1,"To be honest i take my hatsof to the sisters, nurses, matron and doctors of Rahima Moosa for a government hospital and horiffic stories are hears, i totally got the opposite and will definately recommend it any day to anyone.",0.7003,"To be honest i take my hatsof to the sisters, nurses, matron and doctors of Rahima Moosa for a government hospital and horiffic stories are hears, i totally got the opposite and will definately recommend it any day to anyone.","sisters,,hatsof,rahima,hears,,definately,anyone.,nurses,,horiffic,moosa"
IP-DPOS-2022-87-334044,Dr George Mukhari Academic Hospital,"Ward 19
",0.71,Medication is not explained.,0,Medication is not explained.,explained.
IP-DPOS-2022-367-802593,Sizwe Tropical Disease Hospital,General ward 10,1,The service rendered today for break fast was too aazing I woul like to be wish to be servd by that gentleman again and the staff is also doing a very ggod job I cant say that I have a comlain any of them.,0.6369,The service rendered today for break fast was too aazing I woul like to be wish to be servd by that gentleman again and the staff is also doing a very ggod job I cant say that I have a comlain any of them.,"comlain,ggod,aazing,them.,servd"
IP-DPOS-2022-367-039757,Sizwe Tropical Disease Hospital,General ward 10,1,"The staff nurses in wad 10 has been taking care of me showing support and love me , Advising me to take care of myself. I am really grateful and apprieciate to be in this ward. May God bless them and will continue to repect them.",0.9661,"The staff nurses in wad 10 has been taking care of me showing support and love me , Advising me to take care of myself. I am really grateful and apprieciate to be in this ward. May God bless them and will continue to repect them.","ward.,myself.,repect,them.,apprieciate"
IP-DPOS-2022-367-896462,Sizwe Tropical Disease Hospital,General ward 10,1,Everything is fine the love us we lov them the nurse they take good care of us they advice us to take our medication. They gave us on time anything we need we tell and they help us een the doctors they always here when we need them one thing I like about Sizwe hospital they respect everyone and they are friendly.,0.9705,Everything is fine the love us we lov them the nurse they take good care of us they advice us to take our medication. They gave us on time anything we need we tell and they help us een the doctors they always here when we need them one thing I like about Sizwe hospital they respect everyone and they are friendly.,"sizwe,friendly.,medication."
IP-DPOS-2022-367-067114,Sizwe Tropical Disease Hospital,General ward 10,1,So far teres no complain raised as the Sizwe hospital staff are taking good care of me.Always educating me on how to take treatment and manage our srees or challenges we face as patient. They also teach us about hugeinand everything related to health issue as an admittited patients.,0.3477,So far teres no complain raised as the Sizwe hospital staff are taking good care of me.Always educating me on how to take treatment and manage our srees or challenges we face as patient. They also teach us about hugeinand everything related to health issue as an admittited patients.,"patient.,me.always,teres,srees,patients.,sizwe,admittited,hugeinand"
IP-DPOS-2022-367-579936,Sizwe Tropical Disease Hospital,General ward 10,1,Food sometimes is nice sometimes is bad,-0.1779,Food sometimes is nice sometimes is bad,
IP-DPOS-2022-367-551979,Sizwe Tropical Disease Hospital,General ward 10,1,Nurses they do their job perfectly. Doctors are coming on time to attend us and we thank Sizwe T D Hospital. I am happy because Im healed. Kep up a good job.,0.9231,Nurses they do their job perfectly. Doctors are coming on time to attend us and we thank Sizwe T D Hospital. I am happy because Im healed. Kep up a good job.,"kep,d,t,healed.,job.,sizwe,hospital.,perfectly."
IP-DPOS-2022-56-694027,Carletonville District Hospital,Ward 9 ANC (Maternity),1,Isicela ukuba basilungise ipopo zamanzi okungeza,0,Isicela Ukuba Basilungise IPOPPO END,"basilungise,ipoppo,ukuba,isicela"
IP-DPOS-2022-56-068523,Carletonville District Hospital,Ward 9 ANC (Maternity),1,"Batsware sentle thatha, kelebogela the way ba swere kateng",0,"Batsware sentle thatha, kelebogela the way ba swere kateng","sentle,batsware,kelebogela,kateng,thatha,,swere"
IP-DPOS-2022-56-693004,Carletonville District Hospital,Ward 9 ANC (Maternity),0.86,"Dijo ha di monate, re ja seshabo se letseng. re kopa change ",0.6249,"Dijo ha di monate, re yes seshabo's letseng.re heada change","seshabo's,monate,,letseng.re,heada"
IP-DPOS-2022-56-091178,Carletonville District Hospital,Ward 9 PNC (Maternity),1,Hakena maikutlo a mabe kaha sepetlele le dingaka tsa teng,0,Hakena Maikutlo a Mabe Kaha Sepetele Le Dingaka Tsa Teng,"dingaka,kaha,hakena,teng,mabe,maikutlo,sepetele"
IP-DPOS-2022-56-995138,Carletonville District Hospital,Ward 9 PNC (Maternity),1,Konke kwenziwa kakuhle,0,Konke Kwakiwa Kakuhle,"kakuhle,konke,kwakiwa"
IP-DPOS-2022-56-305337,Carletonville District Hospital,Ward 9 PNC (Maternity),1,"I love the way they treat patients. All respectful,they are open. They take nothing for advantage, they take everything serious...thank you",0.7319,"I love the way they treat patients. All respectful,they are open. They take nothing for advantage, they take everything serious...thank you","respectful,they,patients.,advantage,,serious...thank,open."
IP-DPOS-2022-56-700309,Carletonville District Hospital,Ward 9 PNC (Maternity),1,Everything was just perfect ,0.5719,Everything was just perfect ,
IP-DPOS-2022-56-393148,Carletonville District Hospital,Ward 9 PNC (Maternity),1,Anything is good ,0.4404,Anything is good,
IP-DPOS-2022-56-018886,Carletonville District Hospital,Ward 9 PNC (Maternity),1,Everything was good to me and they were taking care of me and my child ,0.7269,Everything was good to me and they were taking care of me and my child ,
IP-DPOS-2022-56-637509,Carletonville District Hospital,Ward 9 PNC (Maternity),1,"I got the best care on my first operation, me and my boys are well. Thanks ",0.9081,"I got the best care on my first operation, me and my boys are well. Thanks ","well.,operation,"
IP-DPOS-2022-56-091823,Carletonville District Hospital,Ward 9 PNC (Maternity),1,They really do a great job ,0.6573,They really do a great job ,
IP-DPOS-2022-56-060314,Carletonville District Hospital,Ward 9 PNC (Maternity),1,Everything is fine from my side. Thanks,0.5719,Everything is fine from my side. Thanks,side.
IP-DPOS-2022-367-074183,Sizwe Tropical Disease Hospital,General ward 10,1,The service rendered at Szwe hospital I can say that I have no complin evrything is 100%,-0.296,The service rendered at Szwe hospital I can say that I have no complin evrything is 100%,"complin,evrything,szwe,100%"
IP-DPOS-2022-56-721178,Carletonville District Hospital,Ward 9 PNC (Maternity),1,"Bane ntswere hantle, I was well treated",0.2732,"Bane ntswere hantle, I was well treated","hantle,,ntswere"
