﻿system_reference_number,facility_name,unit_name_and_description,form_score,patient_comments,Sentiment Score,Translated Text,Misspelled Words
OP-DPOS-2023-398-325899,Tembisa Tertiary Hospital,Masakhane,1,I am certisfied on embisa hospital beacause they treat us great.,0.7783,I am certisfied on embisa hospital beacause they treat us great.,"great.,embisa,certisfied"
OP-DPOS-2023-398-756389,Tembisa Tertiary Hospital,Masakhane,1,Satisfied,0.4215,Satisfied,
OP-DPOS-2023-398-137152,Tembisa Tertiary Hospital,Masakhane,1,"Every day when I come here they welcome me friendly, and all staff are hard workers and they are willing to help everybody.",0.8176,"Every day when I come here they welcome me friendly, and all staff are hard workers and they are willing to help everybody.","friendly,,everybody."
OP-DPOS-2023-398-868650,Tembisa Tertiary Hospital,Masakhane,0.83,"The information I received today helped me a lot on things I dont or didn't know. It helped me acknowledge my mistakes and have a pasion to drink my medication on time on a daily basis. I realised that not taking my medication everyday on time for my own personal health all thanks to our kind, loving patient and caring nurses. Love them",0.9442,"The information I received today helped me a lot on things I dont or didn't know. It helped me acknowledge my mistakes and have a pasion to drink my medication on time on a daily basis. I realised that not taking my medication everyday on time for my own personal health all thanks to our kind, loving patient and caring nurses. Love them","nurses.,know.,kind,,basis.,pasion"
OP-DPOS-2023-398-157969,Tembisa Tertiary Hospital,Masakhane,0.89,I am well happy with the service of this clinic  we are always welcomed Thank very much for the kind job. Keep being your staff,0.9201,I am well happy with the service of this clinic  we are always welcomed Thank very much for the kind job. Keep being your staff,job.
OP-DPOS-2023-398-425697,Tembisa Tertiary Hospital,Wound Clinic,0.89,"Rena mo wound clinic re swerwe ga botseka diatla tse pedi gore ha bathata le bo sisters ba rena le yona doctor ya rena ga ena bothata re phedisana le bona ga botse ebile ga ba re felele di pelo ba boha tswelopelo reya fola re tswela pele ga re boele morago o kare modimo aka bao ke letsa matsatsi a bophelo, re ya ba ra pedisa ka mehla re ya ithamedisa.",0.34,"Rena mo wound clinic re swerwe ga botseka diatla tse pedi gore ha bathata le bo sisters ba rena le yona doctor ya rena ga ena bothata re phedisana le bona ga botse ebile ga ba re felele di pelo ba boha tswelopelo reya fola re tswela pele ga re boele morago o kare modimo aka bao ke letsa matsatsi a bophelo, re ya ba ra pedisa ka mehla re ya ithamedisa.","kare,felele,matsatsi,ebile,swerwe,fola,pedisa,bophelo,,phedisana,bathata,yona,mehla,botseka,boele,botse,ithamedisa.,morago,letsa,modimo,boha,diatla,bothata,tswelopelo,reya,tswela,ena"
OP-DPOS-2023-398-908966,Tembisa Tertiary Hospital,Wound Clinic,0.89,"I would like to thank the team at wound clinic they are so welcoming, friendly with smile, treatng each patient with friendly and respectful manner. I m really say big up to wound clinic team.",0.9647,"I would like to thank the team at wound clinic they are so welcoming, friendly with smile, treatng each patient with friendly and respectful manner. I m really say big up to wound clinic team.","manner.,m,treatng,welcoming,,smile,,team."
OP-DPOS-2023-398-338992,Tembisa Tertiary Hospital,Wound Clinic,1,"Friendlyness and good communication is on a tpo level.
When you have questions you get answers.
Keep up the good work!!",0.7494,"Friendlyness and good communication is on a tpo level.
When you have questions you get answers.
Keep up the good work!!","tpo,work!!,level.,friendlyness,answers."
OP-DPOS-2023-398-022384,Tembisa Tertiary Hospital,Wound Clinic,0.94,Thank you very wound clinic. You did a great job. Thanks amas Phuthi thank you sister May bless you. My mother is very good because of you sister. I dont know what to say to you sister phuti. The love you give us and the treatment is so good you deserve good things. Thank you for your support and being patient to us My mother say thank you very much,0.9875,Thank you very wound clinic. You did a great job. Thanks amas Phuthi thank you sister May bless you. My mother is very good because of you sister. I dont know what to say to you sister phuti. The love you give us and the treatment is so good you deserve good things. Thank you for your support and being patient to us My mother say thank you very much,"job.,you.,things.,clinic.,sister.,phuthi,phuti.,amas"
OP-DPOS-2023-398-135281,Tembisa Tertiary Hospital,Wound Clinic,1,Staff is always friendly and willing to assist. My visits are always quick and effeciants.,0.4939,Staff is always friendly and willing to assist. My visits are always quick and effeciants.,"effeciants.,assist."
OP-DPOS-2023-398-482045,Tembisa Tertiary Hospital,Wound Clinic,0.89,Mina ngiyabonga kakhulu indlela engiphathwe ngayo la ekhaya ngiyaphathwe kahle kakhulu ngendlela enhle kakhulu. Thanks so much.,0.0,Mina ngiyabonga kakhulu indlela engiphathwe now la ekhaya ngiyaphathwe kahle kakhulu ngendlela enhle kakhulu.Thanks so much.,"ngiyabonga,engiphathwe,ngiyaphathwe,much.,enhle,kahle,ngendlela,kakhulu.thanks,indlela,kakhulu,ekhaya"
OP-DPOS-2023-398-054133,Tembisa Tertiary Hospital,Wound Clinic,0.89,Service was good.,0.4404,Service was good.,good.
OP-DPOS-2023-398-110476,Tembisa Tertiary Hospital,Wound Clinic,0.89,"In wound clinic they care of people and they have patients when they treat a patient, I love and care, they treat you on time they dont delay a patient. in wound clinic u get a proper care you want at any time Thank you wound clinic doctors and nurses Thank you for taking care of patient with love.",0.986,"In wound clinic they care of people and they have patients when they treat a patient, I love and care, they treat you on time they dont delay a patient. in wound clinic u get a proper care you want at any time Thank you wound clinic doctors and nurses Thank you for taking care of patient with love.","patient,,patient.,love.,care,"
OP-DPOS-2023-398-935125,Tembisa Tertiary Hospital,Wound Clinic,1,The service at this department is super excellent. The nurses are always wiliing to help and always smilling. Big up wound clinic staff.,0.8834,The service at this department is super excellent. The nurses are always wiliing to help and always smilling. Big up wound clinic staff.,"excellent.,smilling.,wiliing,staff."
OP-DPOS-2023-398-566841,Tembisa Tertiary Hospital,Wound Clinic,0.89,Thobela ka la peng re thaba kgo hloko mela kga botse go swara kga mote kamo kgae bare hloko mela kgabo tse ka mo kgae rea le bokga.,0.0,Thobela ka la peng re thaba kgo hloko mele kga botse go swara kga kama kama bare hlko mela kgabo ka ka ka ka kgae real le boiles.,"boiles.,botse,mela,hlko,swara,kgo,kgae,kgabo,thaba,thobela,kga,hloko"
OP-DPOS-2023-398-192505,Tembisa Tertiary Hospital,Wound Clinic,1,Ke tsamaile mo woundclinic ke sepetse ga botse. ke tswerwe ka erato smile kwele bohloko ke manese a mo ke thoma gobona bonese ba lerato balo ka ba ke leboga ke kgotsofetse ebile ke tswile discharge Bonese le tsware bjalo ka mokgoa wo le berekang ka gona. ke a le lerato modimo a le hlogonolofatse.,0.4767,Ke tsamaile mo woundclinic ke sepetse ga bleses.ke tswerwe ka erato smiles quelle bohloko ke manesis a mo ke thoma gobona bonese ba lerato balo ka ba ke leboga ke kgotsofetse ebile ke tswile discharge bonese le tware bjalo ka mokgoa wo le gona.Ke a le lerato modimo a le hlogonolophatse.,"lerato,bonese,ebile,tswerwe,leboga,tswile,erato,hlogonolophatse.,bleses.ke,balo,tsamaile,gobona,manesis,tware,gona.ke,mokgoa,modimo,bjalo,sepetse,bohloko,thoma,kgotsofetse,woundclinic"
OP-DPOS-2023-398-185746,Tembisa Tertiary Hospital,Wound Clinic,0.86,Excellent work,0.5719,Excellent Work,
OP-DPOS-2023-367-265977,Sizwe Tropical Disease Hospital,OPD,1,In this hospital patients are treated well and taken care of nurses and doctors are friendly and able to assist with everything even the helpers are there for patients. The invironment is clean and clothes are washed for patients to change. If any person need help I will definethly recommand the hospital.,0.9325,In this hospital patients are treated well and taken care of nurses and doctors are friendly and able to assist with everything even the helpers are there for patients. The invironment is clean and clothes are washed for patients to change. If any person need help I will definethly recommand the hospital.,"patients.,hospital.,definethly,recommand,invironment,change."
OP-DPOS-2023-367-737420,Sizwe Tropical Disease Hospital,OPD,1,"The servise is always excellent and welcoming. Staff very helpful and friendly.
",0.921,"The servise is always excellent and welcoming. Staff very helpful and friendly.
","welcoming.,servise,friendly."
OP-DPOS-2023-367-556768,Sizwe Tropical Disease Hospital,OPD,1,The standard still on its best. Keep up the good work.,0.7964,The standard still on its best. Keep up the good work.,"work.,best."
OP-DPOS-2023-225-795377,Leratong Regional Hospital,RENAL UNIT,0.89,Thanks for Joyce and Mpho for the good job in this unit nd for the nice tea. ,0.8225,Thanks for Joyce and Mpho for the good job in this unit nd for the nice tea. ,"tea.,mpho,nd"
OP-DPOS-2023-398-490729,Tembisa Tertiary Hospital,OT,0.67,"I am amazed, the service was all I needed I give them 100%I did not expect such service from public hospital, I meet the best staff today.",0.8126,"I am amazed, the service was all I needed I give them 100%I did not expect such service from public hospital, I meet the best staff today.","today.,amazed,,hospital,,100%i"
OP-DPOS-2023-398-024459,Tembisa Tertiary Hospital,OT,0.86,"I rate the care givers 5 of 5 because they did manage to help me from my hand, now it is back on its own condition from the one it was, and I am greatful for there work I appreciate it.",0.926,"I rate the care givers 5 of 5 because they did manage to help me from my hand, now it is back on its own condition from the one it was, and I am greatful for there work I appreciate it.","hand,,greatful,was,,it."
OP-DPOS-2023-398-397322,Tembisa Tertiary Hospital,OT,1,"The therapiet ( Ruby was very helpful even on my previous visit
Thanx for the excellent service",0.7778,"The therapiet ( Ruby was very helpful even on my previous visit
Thanx for the excellent service",therapiet
OP-DPOS-2023-398-715626,Tembisa Tertiary Hospital,WHC,0.89,tHE SERVICE WAS EXCELLENT AND SISTER mITELANI WAS VERY SUPPORTIVE AND HELPFUL,0.9306,tHE SERVICE WAS EXCELLENT AND SISTER mITELANI WAS VERY SUPPORTIVE AND HELPFUL,mitelani
OP-DPOS-2023-398-785120,Tembisa Tertiary Hospital,WHC,1,The nurse was friendly and polite ,0.4939,The nurse was friendly and polite ,
OP-DPOS-2023-398-315398,Tembisa Tertiary Hospital,WHC,0.94,I greatly appreciate the service . All thanks tosister Miyelani she was so kind and friendly ,0.929,I greatly appreciate the service . All thanks tosister Miyelani she was so kind and friendly ,"miyelani,tosister"
OP-DPOS-2023-398-962411,Tembisa Tertiary Hospital,WHC,0.83,Sister Miyelani she is friendly and sweet ,0.7351,Sister Miyelani she is friendly and sweet ,miyelani
OP-DPOS-2023-398-072563,Tembisa Tertiary Hospital,WHC,0.94,Sister Miyelenai is a perfect nurse and very friendly she make sure i follow those instructions ,0.8588,Sister Miyelenai is a perfect nurse and very friendly she make sure i follow those instructions ,miyelenai
OP-DPOS-2023-398-268823,Tembisa Tertiary Hospital,WHC,0.89,Sister Miyelani is friendly and funny she made sure i was helped ,0.8126,Sister Miyelani is friendly and funny she made sure i was helped ,miyelani
OP-DPOS-2023-398-559740,Tembisa Tertiary Hospital,WHC,1,Sister Miylani have been good and nice to me  and i was helped ,0.6908,Sister Miylani have been good and nice to me  and i was helped ,miylani
OP-DPOS-2023-398-837348,Tembisa Tertiary Hospital,WHC,0.94,The nurse was good and very friendly. Sister's name is Miyelane ,0.7501,The nurse was good and very friendly. Sister's name is Miyelane ,"miyelane,friendly."
OP-DPOS-2023-398-645046,Tembisa Tertiary Hospital,POPD,1,Siphatheka kahle kakhulu Sithola lonke usizo best clinic ever ,0.6369,Siphatheka kahle kakhulu Sithola lonke usizo best clinic ever ,"lonke,kahle,kakhulu,siphatheka,sithola,usizo"
OP-DPOS-2023-398-120745,Tembisa Tertiary Hospital,POPD,1,The  service is good and was attended to in time ,0.4404,The  service is good and was attended to in time ,
OP-DPOS-2023-398-854136,Tembisa Tertiary Hospital,POPD,1,The staff helpul and friendly Dr nice happy for my child to be treated here,0.8658,The staff helpul and friendly Dr nice happy for my child to be treated here,"helpul,dr"
OP-DPOS-2023-398-422552,Tembisa Tertiary Hospital,POPD,0.94,"we stay for long, sometimes the  nurses studnet they take too long to attend us .They leave us in wating room for too long they don't even tell you were their are going to they just leave you there seating ",-0.1027,"we stay for long, sometimes the  nurses studnet they take too long to attend us .They leave us in wating room for too long they don't even tell you were their are going to they just leave you there seating ","long,,.they,studnet"
OP-DPOS-2023-398-091047,Tembisa Tertiary Hospital,POPD,1,The ervice is good keep up good work ,0.7003,The ervice is good keep up good work ,ervice
OP-DPOS-2023-398-634606,Tembisa Tertiary Hospital,POPD,0.94,"i am happy with the service im getting at Tembisa Hosptal, the staff are friendly and helping s nicely ",0.9001,"i am happy with the service im getting at Tembisa Hosptal, the staff are friendly and helping s nicely ","tembisa,s,hosptal,"
OP-DPOS-2023-398-417666,Tembisa Tertiary Hospital,POPD,0.94,i got the best service ,0.6369,i got the best service ,
OP-DPOS-2023-398-640791,Tembisa Tertiary Hospital,POPD,0.83,Tembisa have a great staff who are ready to assist you at anytime,0.765,Tembisa have a great staff who are ready to assist you at anytime,tembisa
OP-DPOS-2023-398-020245,Tembisa Tertiary Hospital,POPD,0.83,Greate so far i've reveived the good service ,0.4404,Greate so far i've reveived the good service ,"reveived,greate"
OP-DPOS-2023-398-542039,Tembisa Tertiary Hospital,POPD,0.83,The service was great and very very helpful. Thank you very much ,0.8889,The service was great and very very helpful. Thank you very much ,helpful.
OP-DPOS-2023-57-802741,Charlotte Maxeke Academic Hospital,"ward 294
paediatric oncology and haematology",1,The care that we receiving from he staff is mavelous. Thank you and much appreciated!!!,0.8713,The care that we receiving from he staff is mavelous. Thank you and much appreciated!!!,"mavelous.,appreciated!!!"
OP-DPOS-2023-57-327375,Charlotte Maxeke Academic Hospital,"ward 294
paediatric oncology and haematology",1,Please keep up the good work,0.6369,Please keep up the good work,
OP-DPOS-2023-398-921253,Tembisa Tertiary Hospital,POPD,1,I am happy with everything,0.5719,I am happy with everything,
OP-DPOS-2023-398-709916,Tembisa Tertiary Hospital,POPD,0.61,I have been complaining about the toilets since I began my diabetes check up. We would like new toilets and asked for them to be maintained on a daily 1 weekly basis. Overall I am impressed with the staff and how they treat us when we come for check ups.,0.7579,I have been complaining about the toilets since I began my diabetes check up. We would like new toilets and asked for them to be maintained on a daily 1 weekly basis. Overall I am impressed with the staff and how they treat us when we come for check ups.,"up.,basis.,ups."
OP-DPOS-2023-57-187897,Charlotte Maxeke Academic Hospital,"ward 294
paediatric oncology and haemaology",1,Excellent services provided,0.5719,Excellent provided services,
OP-DPOS-2023-398-054280,Tembisa Tertiary Hospital,POPD,0.56,The clinic should introduce registers for patients to fill in for their representing reasons they have come to the hospital in order to limit confusion between patients in order for each patient to know who they are following after the previous patient leaves the doctors room.,-0.296,The clinic should introduce registers for patients to fill in for their representing reasons they have come to the hospital in order to limit confusion between patients in order for each patient to know who they are following after the previous patient leaves the doctors room.,room.
OP-DPOS-2023-57-857169,Charlotte Maxeke Academic Hospital,"ward 294
paediatric oncology and haemaology",1,we are satisfied by everything,0.4215,we are satisfied by everything,
OP-DPOS-2023-57-977217,Charlotte Maxeke Academic Hospital,"ward 294
paediatric oncology and haemaology",1,the staff are incredibly friendly and make you feel welcome from the moment you walk in. You are greeted with a smile and attended to. They all made me feel comfortable and answered all questions I had. I am extremely greatful for the amazing nurses in 294 they arnt just nurses but amazing parental figures that helped and answer all the questions I had. I am extremely happy with the service I have received.,0.9674,the staff are incredibly friendly and make you feel welcome from the moment you walk in. You are greeted with a smile and attended to. They all made me feel comfortable and answered all questions I had. I am extremely greatful for the amazing nurses in 294 they arnt just nurses but amazing parental figures that helped and answer all the questions I had. I am extremely happy with the service I have received.,"to.,had.,in.,arnt,greatful,received."
OP-DPOS-2023-398-227963,Tembisa Tertiary Hospital,Wound Clinic,0.89,"In wound clinic they treat you with care and love. They take care of you on time, I love them, they smile with their patient and they  talk nice with the patient, thank you wound clinic.",0.9758,"In wound clinic they treat you with care and love. They take care of you on time, I love them, they smile with their patient and they  talk nice with the patient, thank you wound clinic.","time,,patient,,love.,clinic.,them,"
OP-DPOS-2023-398-821566,Tembisa Tertiary Hospital,Wound Clinic,0.89,"Humbly happy about the treatment I get at wone clinic. The nurses and doctors a sister with smile and they make sure. You understand Patient, smile and humidity is their priority. I applouh the  team at wound clinic.",0.875,"Humbly happy about the treatment I get at wone clinic. The nurses and doctors a sister with smile and they make sure. You understand Patient, smile and humidity is their priority. I applouh the  team at wound clinic.","patient,,applouh,sure.,clinic.,wone,priority."
OP-DPOS-2023-387-624972,Steve Biko Academic hospital,General surgery,0.89,No light in the toilets,-0.296,No light in the toilets,
OP-DPOS-2023-387-621927,Steve Biko Academic hospital,Orthopaedic,1,The is no Toilets paper ,-0.296,The is no Toilets paper ,
OP-DPOS-2023-387-085953,Steve Biko Academic hospital,Orthopaedic,1,They wait long before receiving any help,0.4019,They wait long before receiving any help,
OP-DPOS-2023-387-753915,Steve Biko Academic hospital,Gynaecology,0.94,Health care workers do not introduce themselves,0.4939,Health care workers do not introduce themselves,
OP-DPOS-2023-387-651163,Steve Biko Academic hospital,Endocrinology,1,Toilets are only clean in the morning and tioilet paper is only there in the morning ,0.4019,Toilets are only clean in the morning and tioilet paper is only there in the morning ,tioilet
OP-DPOS-2023-387-330976,Steve Biko Academic hospital,Endocrinology,1,Improve communication,0.4404,Improve Communication,
OP-DPOS-2023-398-720855,Tembisa Tertiary Hospital,Masakhane ,0.89,This clinic is well functioning noting to complain about ,-0.1027,This clinic is well functioning noting to complain about ,
OP-DPOS-2023-398-905892,Tembisa Tertiary Hospital,Speech Therapy,0.86,Really love how friendly the doctors is and also how she eexplained everything.,0.8384,Really love how friendly the doctors is and also how she eexplained everything.,"eexplained,everything."
OP-DPOS-2023-398-970816,Tembisa Tertiary Hospital,Speech Therapy,1,"Hi guys the doctor he was amazing and smile, Im happy thank you very much keep it up!!!",0.9243,"Hi guys the doctor he was amazing and smile, Im happy thank you very much keep it up!!!","smile,,up!!!"
OP-DPOS-2023-398-278760,Tembisa Tertiary Hospital,Speech Therapy,1,She was going very good and she loves his job.,0.7841,She was going very good and she loves his job.,job.
OP-DPOS-2023-398-961771,Tembisa Tertiary Hospital,WHC,1,"Everything was good, she was good to us.",0.7003,"Everything was good, she was good to us.","us.,good,"
OP-DPOS-2023-398-597864,Tembisa Tertiary Hospital,WHC,1,Saving was good,0.4404,Saving was good,
OP-DPOS-2023-398-817135,Tembisa Tertiary Hospital,Speech Therapy,1,Impressed with the quality service provided by the clinic mostly when I attend.,0.4767,Impressed with the quality service provided by the clinic mostly when I attend.,attend.
OP-DPOS-2023-387-853564,Steve Biko Academic hospital,Orthopaedic,0.78,health care workers only greet but do not introduce themselves,0.4118,health care workers only greet but do not introduce themselves,
OP-DPOS-2023-387-707029,Steve Biko Academic hospital,Orthopaedic,1,Only greet but do not introduce themselves,0.1655,Only greet but do not introduce themselves,
OP-DPOS-2023-387-822680,Steve Biko Academic hospital,General surgery,1,Happy about the service ,0.5719,Happy about the service ,
OP-DPOS-2023-387-963033,Steve Biko Academic hospital,Gynaecology,0.83,Improve more on service,0.4404,Improve more on service,
OP-DPOS-2023-387-814807,Steve Biko Academic hospital,Gynaecology,0.89,Toilets are not always clean,-0.3089,Toilets are not always clean,
OP-DPOS-2023-387-524379,Steve Biko Academic hospital,Obstetric clinic,0.94,Impove on waiting time because petient wait long to get medication,0.0,Impove on waiting time because petient wait long to get medication,"petient,impove"
OP-DPOS-2023-387-039453,Steve Biko Academic hospital,Gynaecology clinic,1,Waiting time is extremely long,0.0,Waiting time is extremely long,
OP-DPOS-2023-387-865344,Steve Biko Academic hospital,Opthalmology,1,Not all health care workers greet and introduce themselves,-0.0844,Not all health care workers greet and introduce themselves,
OP-DPOS-2023-387-348465,Steve Biko Academic hospital,Obstetrics,1,Happy about the service,0.5719,Happy about the service,
OP-DPOS-2023-387-952893,Steve Biko Academic hospital,Obstetrics,1,Sometimes we wait longer than expected,0.0,Sometimes we wait longer than expected,
OP-DPOS-2023-387-963216,Steve Biko Academic hospital,Gynae,1,Happy about the service,0.5719,Happy about the service,
OP-DPOS-2023-387-568622,Steve Biko Academic hospital,Orthopaedic,1,Toilet next to pharmacy is not clean,-0.3089,Toilet next to pharmacy is not clean,
OP-DPOS-2023-387-583201,Steve Biko Academic hospital,Opthalmology,1,Very happy about the service,0.6115,Very happy about the service,
OP-DPOS-2023-387-904563,Steve Biko Academic hospital,Gynaecology,1,Way baie lank villmedikasie soms ver ek omdal ek doof is dan is hulle onge daldig,0.0,Way very long vill medication sometimes far I am deaf I am deaf then they are unnoticed,
OP-DPOS-2023-387-857544,Steve Biko Academic hospital,Eye clinic,1,The service is very good,0.4927,The service is very good,
OP-DPOS-2023-387-991453,Steve Biko Academic hospital,Ophthalmology,1,Sster Dikobe is a very nice person,0.4754,Sster Dikobe is a very nice person,"sster,dikobe"
OP-DPOS-2023-387-004425,Steve Biko Academic hospital,Orthopaedics,1,Add more sits in the waiting area,0.0,Add more sits in the waiting area,
OP-DPOS-2023-387-814263,Steve Biko Academic hospital,Urology,0.67,Bad treatment,-0.5423,Bad treatment,
OP-DPOS-2023-387-841097,Steve Biko Academic hospital,Specialized surgery,1,Toilets are clean all time,0.4019,Toilets are clean all time,
OP-DPOS-2023-387-425456,Steve Biko Academic hospital,Obstretrics clinic,1,Happy with the service,0.5719,Happy with the service,
OP-DPOS-2023-398-057783,Tembisa Tertiary Hospital,Wound clinic ,0.89,"Thank you very much wound clinic for helping my mother, we really appreciate that.Now we are very happy because my mother is fine and she's coming from far. The love Miss Phuthi give us and the treatment is very good. May God bless the sisters that work at Wound Clinic Especially Ms Phuthi .She know her job. Thank you very much.",0.9775,"Thank you very much wound clinic for helping my mother, we really appreciate that.Now we are very happy because my mother is fine and she's coming from far. The love Miss Phuthi give us and the treatment is very good. May God bless the sisters that work at Wound Clinic Especially Ms Phuthi .She know her job. Thank you very much.","ms,that.now,job.,much.,far.,mother,,good.,phuthi,.she"
OP-DPOS-2023-398-832017,Tembisa Tertiary Hospital,Wound clinic ,1,The nurses treat well and explain well each and every time ,0.7096,The nurses treat well and explain well each and every time ,
OP-DPOS-2023-398-351664,Tembisa Tertiary Hospital,Wound clinic ,0.89,I'm happy about their service here at the clinic. I love how the stuff treat their patient. i give them 100% good ,0.926,I'm happy about their service here at the clinic. I love how the stuff treat their patient. i give them 100% good ,"patient.,100%,clinic."
OP-DPOS-2023-398-625637,Tembisa Tertiary Hospital,Wound clinic ,0.89,Mona ngiyabonga indlela engiphathwe ngayo la ekhaya ngiphathe kahle kakhuli ngijaule ka khulu. Thanks so much ,0.0,Mona ngiyabonga indlela engiphathwe now la ekhaya ngiphathe kahle kakhuli ngijaule ka khulu.Thanks so much,"ngiyabonga,ngiphathe,engiphathwe,kakhuli,khulu.thanks,kahle,indlela,ngijaule,ekhaya"
OP-DPOS-2023-398-676632,Tembisa Tertiary Hospital,Wound clinic ,1,They have good service and hey work with a smile ,0.6597,They have good service and hey work with a smile ,
OP-DPOS-2023-398-503227,Tembisa Tertiary Hospital,Wound clinic ,0.89,well done good nurses may God bless you and all other staff,0.836,well done good nurses may God bless you and all other staff,
OP-DPOS-2023-398-538712,Tembisa Tertiary Hospital,Wound clinic ,0.89,Ngiyabonga ngoba bayangi cenda kahle lapha Wound clinic ngoba ngiphola kakhulu ngiyabonag eWound bacenda kakhulu ,0.5106,Beloved Ngoba Bayangi Cenda Kahle Lapha Wound Clinic Ngoba Ngiphola Kakhulu Ngiyabonag Ewound Bacenda Kakhulu,"bayangi,lapha,ewound,cenda,ngiphola,kahle,ngoba,kakhulu,ngiyabonag,bacenda"
OP-DPOS-2023-398-852043,Tembisa Tertiary Hospital,Wound clinic ,0.89,The treatment was very good and they took good care of the patient ,0.862,The treatment was very good and they took good care of the patient ,
OP-DPOS-2023-387-303154,Steve Biko Academic hospital,Specialized surgery,0.89,Toilets are not clean,-0.3089,Toilets are not clean,
OP-DPOS-2023-387-995746,Steve Biko Academic hospital,Specialized surgery,0.89,Toilets are not clean,-0.3089,Toilets are not clean,
OP-DPOS-2023-387-529583,Steve Biko Academic hospital,PT 4,1,Gets the best service,0.6369,Gets the best service,
OP-DPOS-2023-387-893059,Steve Biko Academic hospital,Paediatric Neurology,1,"Patient wait long to get medication ,suggest that they make pharmacy for children",0.0,"Patient wait long to get medication ,suggest that they make pharmacy for children",",suggest"
OP-DPOS-2023-387-941059,Steve Biko Academic hospital,Paediatric Neurology,1,The service is really good ,0.4927,The service is really good ,
OP-DPOS-2023-387-445984,Steve Biko Academic hospital,Paediatric Neurology,0.94,The service is really good ,0.4927,The service is really good ,
OP-DPOS-2023-387-358346,Steve Biko Academic hospital,Paediatric Neurology,1,Improve cleanliness,0.4404,Improve cleanliness,
OP-DPOS-2023-387-423317,Steve Biko Academic hospital,Endocrinology,1,Toilets are not always clean,-0.3089,Toilets are not always clean,
OP-DPOS-2023-387-795154,Steve Biko Academic hospital,Eye clinic,1,Give thanks to all the sisters,0.4404,Give thanks to all the sisters,
OP-DPOS-2023-387-711286,Steve Biko Academic hospital,Endocrinology,1,Medication not given to the patient,0.0,Medication not given to the patient,
OP-DPOS-2023-387-960489,Steve Biko Academic hospital,Gynaecology,0.78,Not all stuff workers greet and introduce themselves before helping you,0.5423,Not all stuff workers greet and introduce themselves before helping you,
OP-DPOS-2023-387-334207,Steve Biko Academic hospital,Paediatric,0.94,Wait long to get medication,0.0,Wait long to get medication,
OP-DPOS-2023-367-540113,Sizwe Tropical Disease Hospital,OPD,1,"The staff are good doctors also good the hospital very clean . All the best big up Sizwe hospital
",0.9184,"The staff are good doctors also good the hospital very clean . All the best big up Sizwe hospital
",sizwe
OP-DPOS-2023-367-576045,Sizwe Tropical Disease Hospital,OPD,1,Wanna say keep up the good work you really are the best.,0.8107,Wanna say keep up the good work you really are the best.,best.
OP-DPOS-2023-398-101584,Tembisa Tertiary Hospital,Psychology,1,I have seen a doctor it helps aot . I will come again for final appoitment the  sister was so patient. No complain ,-0.3903,I have seen a doctor it helps aot . I will come again for final appoitment the  sister was so patient. No complain ,"patient.,appoitment"
OP-DPOS-2023-398-026631,Tembisa Tertiary Hospital,Psychology,1,The session with doctor was productive . I feel relieved that i talked about my emotions and to fine more helpfull solutions to make me feel better ,0.8062,The session with doctor was productive . I feel relieved that i talked about my emotions and to fine more helpfull solutions to make me feel better ,helpfull
OP-DPOS-2023-398-517059,Tembisa Tertiary Hospital,Psychology,1,It was nice cause i am happy to tlk to Rahabans she frendly person. I'm getting better because of her. She know how to talk with person ,0.8555,It was nice cause i am happy to tlk to Rahabans she frendly person. I'm getting better because of her. She know how to talk with person ,"tlk,person.,her.,frendly,rahabans"
OP-DPOS-2023-398-749438,Tembisa Tertiary Hospital,Psychology,1,Thye session i had was extremely great. i was comfortable and able to speak to Psychologist well. The doctor was patient and caring and i would always reccomend her. The care given to me was well and appreiated ,0.9556,Thye session i had was extremely great. i was comfortable and able to speak to Psychologist well. The doctor was patient and caring and i would always reccomend her. The care given to me was well and appreiated ,"thye,great.,appreiated,her.,reccomend,well."
OP-DPOS-2023-398-786223,Tembisa Tertiary Hospital,Psychology,1,My session waseverything went well she's trying all her best so far. I'm happy with session ,0.8824,My session waseverything went well she's trying all her best so far. I'm happy with session ,"waseverything,far."
OP-DPOS-2023-398-137056,Tembisa Tertiary Hospital,Psychology,1,the session i had with Psychologist was eye opening helpful and she gave me advices ,0.4215,the session i had with Psychologist was eye opening helpful and she gave me advices ,
OP-DPOS-2023-398-397580,Tembisa Tertiary Hospital,Psychology,1,The session was very helpful,0.4754,The session was very helpful,
OP-DPOS-2023-398-846221,Tembisa Tertiary Hospital,Wound clinic,0.89,Since e have been coming to Tembisa Hospital our uncle has received great attendance ,0.6249,Since e have been coming to Tembisa Hospital our uncle has received great attendance ,tembisa
OP-DPOS-2023-398-539356,Tembisa Tertiary Hospital,Wound clinic,0.89,The wound care clinic staff have been very welcoming and undertanding. We have recived outstanding service Zandeya is much more comfortable with the staff and there are very freindly and understanding. Hopefully their continune their tremedious work ,0.9492,The wound care clinic staff have been very welcoming and undertanding. We have recived outstanding service Zandeya is much more comfortable with the staff and there are very freindly and understanding. Hopefully their continune their tremedious work ,"recived,tremedious,zandeya,understanding.,freindly,undertanding.,continune"
